#ZVView-data-copy:  27-May-2023 01:11:30
#=======================================
#
#name:   64-GD-158(N,G)64-GD-159,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  190
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
         0.195        0.025        0.111        0.015  # 1959,W.S.Lyon+           ## 11407029  #dY:13.5%  
         0.195        0.005        0.078        0.005  # 1991,M.V.Bokhovko+       ## 41225003  #dY:6.4%   
         0.195        0.005        0.078        0.005  # 1993,M.V.Bokhovko+       ## Y0075003  #dY:6.4%   
         0.205        0.005         0.08        0.005  # 1991,M.V.Bokhovko+       ## 41225003  #dY:6.2%   
         0.205        0.005         0.08        0.005  # 1993,M.V.Bokhovko+       ## Y0075003  #dY:6.2%   
         0.215        0.015         0.09         0.01  # 1977,V.N.Kononov+        ## 40520022  #dY:11.1%  
         0.215        0.005        0.078        0.005  # 1991,M.V.Bokhovko+       ## 41225003  #dY:6.4%   
         0.215        0.005        0.078        0.005  # 1993,M.V.Bokhovko+       ## Y0075003  #dY:6.4%   
         0.225        0.005        0.084        0.005  # 1991,M.V.Bokhovko+       ## 41225003  #dY:6.0%   
         0.225        0.005        0.084        0.005  # 1993,M.V.Bokhovko+       ## Y0075003  #dY:6.0%   
         0.235        0.005        0.078        0.005  # 1991,M.V.Bokhovko+       ## 41225003  #dY:6.4%   
         0.235        0.005        0.078        0.005  # 1993,M.V.Bokhovko+       ## Y0075003  #dY:6.4%   
         0.245        0.015        0.094         0.01  # 1977,V.N.Kononov+        ## 40520022  #dY:10.6%  
         0.245        0.005        0.073        0.005  # 1991,M.V.Bokhovko+       ## 41225003  #dY:6.8%   
         0.245        0.005        0.073        0.005  # 1993,M.V.Bokhovko+       ## Y0075003  #dY:6.8%   
         0.255        0.005        0.077        0.005  # 1991,M.V.Bokhovko+       ## 41225003  #dY:6.5%   
         0.255        0.005        0.077        0.005  # 1993,M.V.Bokhovko+       ## Y0075003  #dY:6.5%   
         0.265        0.005        0.075        0.005  # 1991,M.V.Bokhovko+       ## 41225003  #dY:6.7%   
         0.265        0.005        0.075        0.005  # 1993,M.V.Bokhovko+       ## Y0075003  #dY:6.7%   
         0.275        0.015        0.092         0.01  # 1977,V.N.Kononov+        ## 40520022  #dY:10.9%  
         0.275        0.005        0.072        0.005  # 1991,M.V.Bokhovko+       ## 41225003  #dY:6.9%   
         0.275        0.005        0.072        0.005  # 1993,M.V.Bokhovko+       ## Y0075003  #dY:6.9%   
         0.285        0.005        0.073        0.005  # 1991,M.V.Bokhovko+       ## 41225003  #dY:6.8%   
         0.285        0.005        0.073        0.005  # 1993,M.V.Bokhovko+       ## Y0075003  #dY:6.8%   
         0.295        0.005        0.073        0.005  # 1991,M.V.Bokhovko+       ## 41225003  #dY:6.8%   
         0.295        0.005        0.073        0.005  # 1993,M.V.Bokhovko+       ## Y0075003  #dY:6.8%   
         0.305        0.015        0.088         0.01  # 1977,V.N.Kononov+        ## 40520022  #dY:11.4%  
          0.31         0.01        0.073        0.005  # 1991,M.V.Bokhovko+       ## 41225003  #dY:6.8%   
          0.31         0.01        0.073        0.005  # 1993,M.V.Bokhovko+       ## Y0075003  #dY:6.8%   
          0.33         0.01         0.07        0.004  # 1991,M.V.Bokhovko+       ## 41225003  #dY:5.7%   
          0.33         0.01         0.07        0.004  # 1993,M.V.Bokhovko+       ## Y0075003  #dY:5.7%   
         0.335        0.015        0.085         0.01  # 1977,V.N.Kononov+        ## 40520022  #dY:11.8%  
