#ZVView-data-copy:  30-May-2023 21:38:21
#=======================================
#
#name:   29-CU-65(N,2N)29-CU-64,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  250
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
         14.26         0.02        0.959        0.062  # 1968,P.Cuzzocrea+        ## 20890006  #dY:6.5%   
         14.28         0.07        0.837        0.057  # 2016,J.Frehaut+          ## 20416082  #dY:6.8%   
          14.3         0.15        0.971            0  # 1962,L.A.Rayburn         ## 11780003             
          14.3         0.02        0.976        0.063  # 1968,P.Cuzzocrea+        ## 20890006  #dY:6.5%   
         14.31         0.13        0.892        0.036  # 1961,R.J.Prestwood+      ## 11645007  #dY:4.0%   
         14.31            0       0.9135       0.0648  # 2007,M.A.Hafiz           ## 31598003  #dY:7.1%   
        14.327        0.052       0.9092     0.042551  # 2007,W.Mannhart+         ## 22976027  #dY:4.7%   
         14.36       0.0225        0.907        0.059  # 1968,P.Cuzzocrea+        ## 20890006  #dY:6.5%   
         14.39            0        0.955        0.057  # 1982,J.Csikai            ## 30640006  #dY:6.0%   
          14.4         0.15        0.959     0.079597  # 1961,L.A.Rayburn         ## 11328013  #dY:8.3%   
          14.4            0        0.939         0.15  # 1969,I.G.Clator          ## 11536006  #dY:16.0%  
          14.4            0         0.92         0.01  # 1994,Y.Ikeda+            ## 22547004  #dY:1.1%   
          14.4        0.065        0.908        0.052  # 1980,P.N.Ngoc+           ## 30562018  #dY:5.7%   
        14.405        0.025        0.957        0.062  # 1968,P.Cuzzocrea+        ## 20890006  #dY:6.5%   
         14.41          0.2         0.86        0.011  # 1975,W.Mannhart+         ## 20611008  #dY:1.3%   
         14.42         0.13        0.964        0.068  # 1965,A.Paulsen+          ## 20386003  #dY:7.1%   
         14.42            0        0.948     0.042565  # 2016,A.A.Filatenkov      ## 41614032  #dY:4.5%   
         14.43            0          1.5         0.15  # 1960,J.H.Mc Crary+       ## 11268005  #dY:10.0%  
         14.43            0        0.885        0.057  # 1988,Y.Ikeda+            ## 22089050  #dY:6.4%   
        14.445       0.0275        0.997        0.064  # 1968,P.Cuzzocrea+        ## 20890006  #dY:6.4%   
        14.473        0.207       0.9318       0.0131  # 1983,G.Winkler+          ## 21912002  #dY:1.4%   
          14.5            0        1.085       0.1736  # 1953,E.B.Paul+           ## 11274036  #dY:16.0%  
          14.5          0.2        0.937        0.037  # 1961,R.J.Prestwood+      ## 11645007  #dY:3.9%   
          14.5         0.03        0.973         0.03  # 1966,D.C.Santry+         ## 11776007  #dY:3.1%   
          14.5            0        0.988         0.07  # 1969,A.Chatterjee+       ## 30612008  #dY:7.1%   
          14.5          0.5         1.03        0.095  # 1960,E.Weigold           ## 31039005  #dY:9.2%   
         14.51            0        1.001        0.047  # 1994,N.I.Molla+          ## 31449009  #dY:4.7%   
        14.525         0.03        1.055        0.069  # 1968,P.Cuzzocrea+        ## 20890006  #dY:6.5%   
         14.57            0       0.9148       0.0629  # 2007,M.A.Hafiz           ## 31598003  #dY:6.9%   
        14.585       0.0325        0.959        0.062  # 1968,P.Cuzzocrea+        ## 20890006  #dY:6.5%   
          14.6          0.1        0.897          0.1  # 1969,R.C.Barrall+        ## 10022015  #dY:11.1%  
          14.6            0        0.938        0.064  # 1976,R.A.Sigg            ## 10776024  #dY:6.8%   
          14.6          0.1        0.808        0.073  # 1966,W.Nagel             ## 20198012  #dY:9.0%   
          14.6          0.2        0.952      0.08568  # 1963,M.Bormann+          ## 21343004  #dY:9.0%   
          14.6          0.1        0.971          0.2  # 1991,A.Ercan+            ## 22338014  #dY:20.6%  
          14.6         0.05        1.026         0.05  # 1965,J.Csikai            ## 30038008  #dY:4.9%   
          14.6            0        0.975        0.063  # 1973,J.Araminowicz+      ## 30264015  #dY:6.5%   
         14.61         0.13        0.988        0.069  # 1965,A.Paulsen+          ## 20386003  #dY:7.0%   
         14.61            0          0.9      0.03762  # 2016,A.A.Filatenkov      ## 41614032  #dY:4.2%   
         14.62         0.07         0.93        0.062  # 1980,P.N.Ngoc+           ## 30562018  #dY:6.7%   
         14.66            0        0.975        0.059  # 1982,J.Csikai            ## 30640006  #dY:6.1%   
         14.67         0.05        0.955     0.000955  # 1978,T.B.Ryves+          ## 20772006  #dY:0.1%   
         14.67        0.045        0.991        0.064  # 1968,P.Cuzzocrea+        ## 20890006  #dY:6.5%   
         14.67            0        0.902        0.058  # 1988,Y.Ikeda+            ## 22089050  #dY:6.4%   
         14.68         0.26        0.953        0.038  # 1961,R.J.Prestwood+      ## 11645007  #dY:4.0%   
